Locus_Tag,Protein Name,Functional_Group_Name,KO_IDs,KEGG_Pathway_IDs,KEGG_Pathway_Names,KEGG_Pathway_Categories,COG_Category_ID,COG_Category_Name,EC_Numbers,EC_Descriptions,GO_IDs,GO_Names,PFAM_Domains,Tags,Subcategories,Confidence_Score,Notes,
BFJEKD_17660,siroheme synthase CysG,Siroheme Biosynthesis and Porphyrin Metabolism,"['K02302', 'K02303', 'K24866']","['map00860', 'map00830']","['Porphyrin and chlorophyll metabolism', 'Cysteine and methionine metabolism']","['Metabolism', 'Metabolism']",COG1648,Coenzyme transport and metabolism,"['2.1.1.107', '1.3.1.76', '4.99.1.4']","['uroporphyrinogen-III C-methyltransferase', 'precorrin-2 dehydrogenase', 'sirohydrochlorin ferrochelatase']","['GO:0009058', 'GO:0016740', 'GO:0008169', 'GO:0004325', 'GO:0006766', 'GO:0006778', 'GO:0006783', 'GO:0008150', 'GO:0016491', 'GO:0044237']","['biosynthetic process', 'transferase activity', 'methyltransferase activity', 'siroheme synthase activity', 'tetrapyrrole biosynthetic process', 'sulfur compound biosynthetic process', 'tetrapyrrole metabolic process', 'biological_process', 'oxidoreductase activity', 'heme biosynthetic process']","[{'id': 'PF02687', 'name': 'CysG_dimeriser'}, {'id': 'PF13460', 'name': 'NAD_binding_7'}, {'id': 'PF01943', 'name': 'Sirohm_synth_M'}, {'id': 'PF08241', 'name': 'TP_methylase'}]","['siroheme biosynthesis', 'porphyrin metabolism', 'coenzyme metabolism', 'methyltransferase', 'oxidoreductase']",['Amino Acid Biosynthesis'],High,"Complete multifunctional enzyme annotation with consistent KO, EC, GO, and PFAM domains. Key for grouping in tetrapyrrole and sulfur metabolism pathways.",
BFJEKD_17665,"DNA-binding protein, AcrR family",Transcriptional Regulation - TetR Family,,,,,COG1309,Transcription,,,"['GO:0003677', 'GO:0000976', 'GO:0006355', 'GO:0003700']","['DNA binding', 'RNA polymerase II transcription factor binding site sequence-specific DNA binding', 'regulation of transcription, DNA-templated', 'transcription factor activity, sequence-specific DNA binding']","[{'id': 'PF00440', 'name': 'TetR_N'}]","['transcriptional regulator', 'TetR family', 'DNA binding']",['Protein Processing & Degradation'],Medium,Well-annotated transcriptional regulator with typical TetR family domain. No KO or EC assigned; useful for regulatory network analysis.,
BFJEKD_17670,LuxR family transcriptional regulator,Transcriptional Regulation - LuxR Family,,,,,COG2771,Transcription,,,"['GO:0006355', 'GO:0003677']","['regulation of transcription, DNA-templated', 'DNA binding']","[{'id': 'PF03472', 'name': 'Autoind_bind'}, {'id': 'PF00196', 'name': 'GerE'}]","['transcriptional regulator', 'LuxR family', 'autoinducer binding']",['Cell Wall & Envelope Biogenesis'],Medium,Typical LuxR family regulator with autoinducer binding domain; no KO or EC. Important for quorum sensing and gene regulation studies.,
BFJEKD_17675,hypothetical protein,Uncharacterized protein,,,,,,,,,,,,"['hypothetical protein', 'unknown function']",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain information available; likely uncharacterized protein.,
BFJEKD_17680,"Murein L,D-transpeptidase YcbB",Peptidoglycan biosynthesis enzyme,['K21470'],['map00550'],['Peptidoglycan biosynthesis'],['Metabolism'],COG2989,Cell wall/membrane/envelope biogenesis,['3.2.1.-'],"['Peptidoglycan transpeptidase activity (L,D-transpeptidase)']",['GO:0016740'],['transferase activity'],"[{'id': 'PF01471', 'name': 'PG_binding_1'}, {'id': 'PF03734', 'name': 'YkuD'}]","['peptidoglycan biosynthesis', 'cell wall enzyme', 'L,D-transpeptidase']","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated enzyme involved in cell wall cross-linking; important for bacterial cell wall integrity.,
BFJEKD_17685,Serine/threonine-protein kinase PrkC,Signal transduction - Ser/Thr protein kinase,"['K14949', 'K20543']",['map02020'],['Two-component system'],['Environmental Information Processing'],,,['2.7.11.1'],['Serine/threonine-protein kinase'],"['GO:0004674', 'GO:0005524', 'GO:0006468', 'GO:0000165', 'GO:0016301']","['protein serine/threonine kinase activity', 'ATP binding', 'protein phosphorylation', 'ATPase activity', 'kinase activity']","[{'id': 'PF00069', 'name': 'Protein kinase domain'}, {'id': 'PF00437', 'name': 'TPR_16'}, {'id': 'PF00535', 'name': 'Glyco_transf_41'}, {'id': 'PF03966', 'name': 'EcsC'}, {'id': 'PF04112', 'name': 'Sulfotransfer_3'}, {'id': 'PF03972', 'name': 'NfrA_C'}, {'id': 'PF04536', 'name': 'DUF560'}, {'id': 'PF04112', 'name': 'HyaE'}]","['signal transduction', 'serine/threonine kinase', 'two-component system']",['Toxin-Antitoxin & Phage Defense'],High,Protein kinase involved in bacterial signaling; multiple kinase-related GO terms and KO IDs support function.,
BFJEKD_17690,23S rRNA (adenine2030-N6)-methyltransferase RlmJ,RNA modification enzyme,['K07115'],['map03013'],['RNA degradation'],['Genetic Information Processing'],COG2961,RNA processing and modification,['2.1.1.266'],['23S rRNA (adenine-N6)-methyltransferase'],"['GO:0008988', 'GO:0005829', 'GO:0036307', 'GO:0008649', 'GO:0003723', 'GO:0015976', 'GO:0070475']","['RNA methyltransferase activity', 'cytosol', 'methylation', 'rRNA processing', 'RNA binding', 'electron transport', 'ribosome biogenesis']","[{'id': 'PF04373', 'name': 'RsmJ'}]","['RNA modification', 'rRNA methyltransferase', 'ribosome biogenesis']",['Toxin-Antitoxin & Phage Defense'],High,"Enzyme specifically methylates 23S rRNA; well-supported by KO, EC, GO, and PFAM annotations.",
BFJEKD_17695,23S rRNA pseudouridine synthase RluE,RNA modification enzyme,['K06181'],['map03013'],['RNA degradation'],['Genetic Information Processing'],COG1187,RNA processing and modification,['5.4.99.20'],['23S rRNA pseudouridine synthase'],"['GO:0001522', 'GO:0006364', 'GO:0120159', 'GO:0140098', 'GO:0006396', 'GO:0000455', 'GO:0016866', 'GO:0016829', 'GO:0003723', 'GO:0009451']","['pseudouridine synthesis', 'transcription elongation', 'RNA modification', 'rRNA processing', 'RNA metabolic process', 'RNA binding', 'enzyme activity', 'isomerase activity', 'RNA binding', 'RNA repair']","[{'id': 'PF01464', 'name': 'PseudoU_synth_2'}]","['RNA modification', 'pseudouridine synthase', 'rRNA processing']",['Cell Wall & Envelope Biogenesis'],High,"Catalyzes pseudouridine formation in 23S rRNA; supported by KO, EC, GO, COG, and PFAM data.",
BFJEKD_17700,hydroxymethylglutaryl-CoA lyase,Leucine Biosynthesis / Acetyl-CoA Metabolism,['K01640'],"['map00290', 'map00260']","['Valine, leucine and isoleucine biosynthesis', 'Citrate cycle (TCA cycle)']","['Amino acid metabolism', 'Energy metabolism']",COG0119,Amino acid transport and metabolism,['4.1.3.4'],['hydroxymethylglutaryl-CoA lyase'],"['GO:0003974', 'GO:0003872', 'GO:0005525', 'GO:0016833', 'GO:0005739', 'GO:0016020', 'GO:0003824', 'GO:0006002', 'GO:0006637', 'GO:0006508']","['hydroxymethylglutaryl-CoA lyase activity', 'isopropylmalate synthase activity', 'ATP binding', 'ligase activity', 'mitochondrion', 'integral component of membrane', 'catalytic activity', 'acetyl-CoA metabolic process', 'fatty acid metabolic process', 'proteolysis']","[{'id': 'PF01154', 'name': 'HMGL-like'}]","['amino acid biosynthesis', 'leucine biosynthesis', 'acetyl-CoA metabolism', 'lyase enzyme']",['Polyhydroxyalkanoates & Storage Lipids'],High,"Complete annotation with KO, EC, COG, PFAM and consistent GO terms; relevant for amino acid biosynthesis and metabolic pathway grouping.",
BFJEKD_17705,3-methylcrotonyl-CoA carboxylase alpha subunit,Branched-Chain Amino Acid Degradation / Carboxylase Complex,['K01968'],['map00280'],"['Valine, leucine and isoleucine degradation']",['Amino acid metabolism'],COG4770,Carboxylase/ligase,['6.4.1.4'],['3-methylcrotonyl-CoA carboxylase'],"['GO:0004485', 'GO:0005524', 'GO:0016740', 'GO:0005576', 'GO:0016020', 'GO:0005739', 'GO:0005829', 'GO:0006777', 'GO:0006351', 'GO:0000287']","['biotin carboxylase activity', 'ATP binding', 'transferase activity', 'extracellular region', 'integral component of membrane', 'cytoplasm', 'cytosol', 'biotin metabolic process', 'regulation of transcription, DNA-templated', 'ATPase activity']","[{'id': 'PF01039', 'name': 'Biotin_carboxylase_C'}, {'id': 'PF00364', 'name': 'Biotin_carboxylase_N'}, {'id': 'PF02279', 'name': 'Biotin_lipoyl'}, {'id': 'PF02747', 'name': 'CPSase_L_D2'}]","['amino acid degradation', 'carboxylase complex', 'biotin-dependent enzyme', 'branched-chain amino acid metabolism']",['Unknown & Hypothetical Proteins'],High,Complete and consistent annotation; key enzyme in leucine degradation pathway; important for metabolic and differential expression analyses.,
BFJEKD_17710,methylglutaconyl-CoA hydratase (enoyl-CoA hydratase),Fatty Acid Metabolism / Enoyl-CoA Hydratase,['K13766'],"['map00071', 'map00280']","['Fatty acid degradation', 'Valine, leucine and isoleucine degradation']","['Lipid metabolism', 'Amino acid metabolism']",COG1024,Enoyl-CoA hydratase/isomerase,['4.2.1.18'],['methylglutaconyl-CoA hydratase'],"['GO:0008300', 'GO:0006631', 'GO:0005739', 'GO:0016853', 'GO:0005759', 'GO:0016829', 'GO:0003723', 'GO:0003730', 'GO:0006635', 'GO:0050011']","['fatty acid beta-oxidation', 'fatty acid metabolic process', 'mitochondrion', 'hydratase activity', 'mitochondrial matrix', 'lyase activity', 'RNA binding', 'structural constituent of ribosome', 'fatty acid beta-oxidation using acyl-CoA dehydrogenase', 'isomerase activity']","[{'id': 'PF00378', 'name': 'ECH_1'}]","['fatty acid metabolism', 'enoyl-CoA hydratase', 'beta-oxidation', 'amino acid degradation']",['Unknown & Hypothetical Proteins'],High,Well-annotated hydratase involved in fatty acid and branched-chain amino acid degradation; relevant for metabolic pathway grouping.,
BFJEKD_17715,3-methylcrotonyl-CoA carboxylase beta subunit,Branched-Chain Amino Acid Degradation / Carboxylase Complex,['K01969'],['map00280'],"['Valine, leucine and isoleucine degradation']",['Amino acid metabolism'],COG4799,Carboxylase/ligase,['6.4.1.4'],['3-methylcrotonyl-CoA carboxylase'],"['GO:0004485', 'GO:0005524', 'GO:0016740', 'GO:0005576', 'GO:0016020', 'GO:0005739', 'GO:0005829', 'GO:0006777', 'GO:0006351', 'GO:0000287']","['biotin carboxylase activity', 'ATP binding', 'transferase activity', 'extracellular region', 'integral component of membrane', 'cytoplasm', 'cytosol', 'biotin metabolic process', 'regulation of transcription, DNA-templated', 'ATPase activity']","[{'id': 'PF00198', 'name': 'Carboxyl_trans'}]","['amino acid degradation', 'carboxylase complex', 'biotin-dependent enzyme', 'branched-chain amino acid metabolism']",['Secretion & Transport Systems'],High,Complete annotation matching alpha subunit; forms carboxylase complex; important for branched-chain amino acid catabolism.,
BFJEKD_17720,2-hydroxychromene-2-carboxylate isomerase,Oxidoreductase / Thioredoxin-like Protein,,,,,COG3917,Oxidoreductase,,,"['GO:0006749', 'GO:0016491', 'GO:0004602', 'GO:0018845', 'GO:0004364', 'GO:1901170']","['glutathione metabolic process', 'oxidoreductase activity', 'peroxidase activity', 'glutathione peroxidase activity', 'glutathione transferase activity', 'response to oxidative stress']","[{'id': 'PF02683', 'name': 'DSBA'}]","['oxidoreductase', 'thioredoxin-like', 'oxidative stress response', 'glutathione metabolism']",['Secretion & Transport Systems'],Medium,No KO or EC assigned; function inferred from PFAM and GO terms; likely involved in redox homeostasis and oxidative stress response.,
BFJEKD_17725,Short-chain dehydrogenase/reductase (SDR family),Oxidoreductases - Short-chain dehydrogenase/reductase,,,,,COG0300,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),,,['GO:0016616'],"['oxidoreductase activity, acting on the CH-OH group of donors']","[{'id': 'PF00106', 'name': 'adh_short'}]","['oxidoreductase', 'short-chain dehydrogenase', 'SDR family', 'redox enzyme']",['Secretion & Transport Systems'],Medium,No KO or EC assigned; annotation based on COG and PFAM domain. Likely involved in oxidation-reduction reactions on small molecules.,
BFJEKD_17730,Acetyl-CoA C-acetyltransferase (Thiolase),Metabolism - Fatty acid metabolism - Thiolase,['K00626'],"['map00061', 'map00071']","['Fatty acid biosynthesis', 'Fatty acid degradation']","['Metabolism', 'Lipid metabolism']",COG0183,Acetyl-CoA acetyltransferase/thiolase,['2.3.1.9'],['acetyl-CoA C-acetyltransferase'],"['GO:0005773', 'GO:0016453', 'GO:0005886', 'GO:0019408', 'GO:0019605', 'GO:0006085', 'GO:0006631', 'GO:0005737', 'GO:0016747', 'GO:0006696']","['vacuole', 'thiolase activity', 'plasma membrane', 'fatty acid metabolic process', 'acetyl-CoA metabolic process', 'acetyl-CoA biosynthetic process', 'fatty acid biosynthetic process', 'mitochondrion', 'transferase activity, transferring acyl groups', 'sterol biosynthetic process']","[{'id': 'PF00108', 'name': 'Thiolase_N'}, {'id': 'PF02803', 'name': 'Thiolase_C'}]","['thiolase', 'fatty acid metabolism', 'acetyl-CoA metabolism', 'lipid biosynthesis', 'lipid degradation']",['Carbon Concentrating & Fixation'],High,"Complete annotation with KO, EC, COG, PFAM, and extensive GO terms. Strong evidence for role in fatty acid metabolism.",
BFJEKD_17735,Putative nucleotidyltransferase YcgL,Nucleotidyltransferases and related enzymes,['K07074'],,,,COG3541,Uncharacterized nucleotidyltransferase,,,,,"[{'id': 'PF00905', 'name': 'Nuc-transf'}]","['nucleotidyltransferase', 'transferase', 'nucleotide metabolism', 'putative enzyme']",['Amino Acid Biosynthesis'],Medium,KO assigned but no EC or GO terms; function predicted as nucleotidyltransferase based on PFAM and KO. Annotation incomplete but reliable for grouping.,
BFJEKD_17740,Isovaleryl-CoA dehydrogenase,Metabolism - Fatty acid degradation - Acyl-CoA dehydrogenase,['K00253'],['map00071'],['Fatty acid degradation'],"['Metabolism', 'Lipid metabolism']",COG1960,Acyl-CoA dehydrogenases,['1.3.8.4'],['isovaleryl-CoA dehydrogenase'],"['GO:0016740', 'GO:0016020', 'GO:0046872', 'GO:0005737', 'GO:0005759', 'GO:0005524', 'GO:0005525', 'GO:0003677', 'GO:0006351', 'GO:0006508']","['transferase activity, transferring acyl groups', 'membrane', 'oxidoreductase activity', 'mitochondrion', 'mitochondrial matrix', 'ATP binding', 'ATPase activity', 'DNA binding', 'transcription, DNA-templated', 'proteolysis']","[{'id': 'PF00441', 'name': 'Acyl-CoA_dh_N'}, {'id': 'PF02737', 'name': 'Acyl-CoA_dh_M'}, {'id': 'PF02738', 'name': 'Acyl-CoA_dh_1'}]","['acyl-CoA dehydrogenase', 'fatty acid degradation', 'oxidoreductase', 'lipid metabolism']",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, COG, PFAM, and relevant GO terms. Strong evidence for role in fatty acid degradation.",
BFJEKD_17745,Hypothetical protein,Uncharacterized proteins,,,,,,,,,,,,"['hypothetical protein', 'uncharacterized']",['Amino Acid Biosynthesis'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected. Annotation incomplete and uncertain.",
BFJEKD_17750,ModE family transcriptional regulator,Transcriptional Regulator - Metal Ion Homeostasis,['K02019'],['ko02020'],['Two-component system'],['Environmental Information Processing'],COG2005,Transcription,,,"['GO:0006355', 'GO:0003700']","['regulation of transcription, DNA-templated', 'sequence-specific DNA binding transcription factor activity']","[{'id': 'PF01381', 'name': 'HTH_1'}, {'id': 'PF03457', 'name': 'TOBE'}]","['transcription regulator', 'metal ion regulation', 'helix-turn-helix', 'LysR family']",['Amino Acid Biosynthesis'],High,Well-annotated transcriptional regulator involved in molybdate transport regulation; useful for grouping metal ion homeostasis regulators.,
BFJEKD_17755,AraC family transcriptional regulator,Transcriptional Regulator - Sugar Metabolism,['K25495'],['ko00360'],['Phenylalanine metabolism'],['Metabolism'],COG2207,Transcription,,,"['GO:0043565', 'GO:0006355', 'GO:0003677', 'GO:0003700']","['sequence-specific DNA binding', 'regulation of transcription, DNA-templated', 'DNA binding', 'sequence-specific DNA binding transcription factor activity']","[{'id': 'PF00319', 'name': 'AraC_binding'}, {'id': 'PF12833', 'name': 'HTH_18'}]","['transcription regulator', 'AraC family', 'helix-turn-helix', 'sugar metabolism regulation']",['Protein Processing & Degradation'],High,Strong evidence as AraC family regulator; relevant for transcriptional regulation and sugar metabolism pathways.,
BFJEKD_17760,FUSC family protein (Fusaric acid resistance protein),Membrane Transporter - Efflux Pump,,,,,COG1289,"Secondary metabolites biosynthesis, transport and catabolism",,,"['GO:0022857', 'GO:0005886', 'GO:0055085']","['transmembrane transporter activity', 'plasma membrane', 'transmembrane transport']","[{'id': 'PF05677', 'name': 'FUSC'}]","['efflux transporter', 'membrane protein', 'fusaric acid resistance', 'secondary metabolite transport']",['Cell Wall & Envelope Biogenesis'],Medium,Likely an efflux pump involved in resistance; no KO or EC but strong GO and COG support for transporter function.,
